,locus_tag,species,cluster_rep,fold
XP_003670663.1,NDAI_0F01010,n_dai,k_mar:XP_022678142.1,4
XP_003670667.1,NDAI_0F01050,n_dai,XP_003670667.1,1
XP_003670668.1,NDAI_0F01060,n_dai,XP_003670668.1,3
XP_003670669.1,NDAI_0F01070,n_dai,k_nag:XP_022463019.1,3
XP_003670670.1,NDAI_0F01080,n_dai,XP_003670670.1,3
XP_003670671.1,NDAI_0F01090,n_dai,XP_003670671.1,4
XP_003670672.1,NDAI_0F01100,n_dai,n_cas:XP_003677336.1,4
XP_003670673.1,NDAI_0F01110,n_dai,k_afr:XP_003957823.1,1
XP_003670674.1,NDAI_0F01120,n_dai,XP_003670674.1,2
XP_003670675.1,NDAI_0F01130,n_dai,XP_003670675.1,2
XP_003670677.1,NDAI_0F01150,n_dai,XP_003670677.1,1
XP_003670679.1,NDAI_0F01170,n_dai,XP_003670679.1,0
XP_003670681.1,NDAI_0F01190,n_dai,XP_003670681.1,2
XP_003670683.1,NDAI_0F01210,n_dai,XP_003670683.1,4
XP_003670686.1,NDAI_0F01240,n_dai,XP_003670686.1,0
XP_003670688.1,NDAI_0F01260,n_dai,XP_003670688.1,2
XP_003670689.1,NDAI_0F01270,n_dai,XP_003670689.1,4
XP_003670691.1,NDAI_0F01290,n_dai,XP_003670691.1,4
XP_003670692.1,NDAI_0F01300,n_dai,XP_003670692.1,0
XP_003670694.1,NDAI_0F01320,n_dai,XP_003670694.1,3
XP_003670695.1,NDAI_0F01330,n_dai,z_rou:XP_002499269.1,2
XP_003670696.1,NDAI_0F01340,n_dai,XP_003670696.1,3
XP_003670697.1,NDAI_0F01350,n_dai,c_alb:XP_721377.1,4
XP_003670698.1,NDAI_0F01360,n_dai,k_afr:XP_003957848.1,2
XP_003670699.1,NDAI_0F01370,n_dai,XP_003670699.1,2
XP_003670700.1,NDAI_0F01380,n_dai,n_dai:XP_003671912.1,2
XP_003670701.1,NDAI_0F01390,n_dai,k_mar:XP_022677832.1,3
XP_003670703.1,NDAI_0F01410,n_dai,XP_003670703.1,4
XP_003670704.1,NDAI_0F01420,n_dai,XP_003670704.1,0
XP_003670705.1,NDAI_0F01430,n_dai,XP_003670705.1,1
XP_003670707.1,NDAI_0F01450,n_dai,XP_003670707.1,4
XP_003670708.1,NDAI_0F01460,n_dai,XP_003670708.1,1
XP_003670709.1,NDAI_0F01470,n_dai,s_cer:NP_015104.1,2
XP_003670710.1,NDAI_0F01480,n_dai,XP_003670710.1,4
XP_003670711.1,NDAI_0F01490,n_dai,c_dub:XP_002420996.1,1
XP_003670712.1,NDAI_0F01500,n_dai,s_cer:NP_015107.1,2
XP_003670713.1,NDAI_0F01510,n_dai,XP_003670713.1,4
XP_003670715.1,NDAI_0F01530,n_dai,z_rou:XP_002499238.1,0
XP_003670716.1,NDAI_0F01540,n_dai,n_cas:XP_003673052.1,0
XP_003670717.1,NDAI_0F01550,n_dai,XP_003670717.1,4
XP_003670718.1,NDAI_0F01560,n_dai,XP_003670718.1,2
XP_003670719.1,NDAI_0F01570,n_dai,n_dai:XP_003670719.1,3
XP_003670720.1,NDAI_0F01580,n_dai,e_gos:NP_985446.1,3
XP_003670721.1,NDAI_0F01590,n_dai,XP_003670721.1,3
XP_003670722.1,NDAI_0F01600,n_dai,XP_003670722.1,4
XP_003670723.1,NDAI_0F01610,n_dai,XP_003670723.1,3
XP_003670724.1,NDAI_0F01620,n_dai,XP_003670724.1,1
XP_003670725.1,NDAI_0F01630,n_dai,XP_003670725.1,3
XP_003670726.1,NDAI_0F01640,n_dai,XP_003670726.1,0
XP_003670727.1,NDAI_0F01650,n_dai,c_dub:XP_002418626.1,1
XP_003670731.1,NDAI_0F01690,n_dai,XP_003670731.1,0
XP_003670732.1,NDAI_0F01700,n_dai,XP_003670732.1,0
XP_003670733.1,NDAI_0F01710,n_dai,XP_003670733.1,2
XP_003670736.1,NDAI_0F01740,n_dai,n_dai:XP_003670736.1,3
XP_003670737.1,NDAI_0F01750,n_dai,XP_003670737.1,4
XP_003670738.1,NDAI_0F01760,n_dai,XP_003670738.1,0
XP_003670739.1,NDAI_0F01770,n_dai,XP_003670739.1,4
XP_003670740.1,NDAI_0F01780,n_dai,s_cer:NP_009777.1,4
XP_003670741.1,NDAI_0F01790,n_dai,XP_003670741.1,4
XP_003670742.1,NDAI_0F01800,n_dai,XP_003670742.1,2
XP_003670744.1,NDAI_0F01820,n_dai,XP_003670744.1,3
XP_003670745.1,NDAI_0F01830,n_dai,k_nag:XP_022467176.1,0
XP_003670746.1,NDAI_0F01840,n_dai,s_cer:NP_009781.3,3
XP_003670747.1,NDAI_0F01850,n_dai,XP_003670747.1,4
XP_003670749.1,NDAI_0F01880,n_dai,n_cas:XP_003677797.1,4
XP_003670751.1,NDAI_0F01900,n_dai,XP_003670751.1,3
XP_003670754.1,NDAI_0F01930,n_dai,n_cas:XP_003678326.1,1
XP_003670755.1,NDAI_0F01940,n_dai,n_cas:XP_003678326.1,1
XP_003670756.1,NDAI_0F01950,n_dai,XP_003670756.1,1
XP_003670759.1,NDAI_0F01980,n_dai,XP_003670759.1,2
XP_003670760.1,NDAI_0F01990,n_dai,XP_003670760.1,0
XP_003670761.1,NDAI_0F02000,n_dai,e_cym:XP_003644833.1,3
XP_003670762.1,NDAI_0F02010,n_dai,XP_003670762.1,1
XP_003670763.1,NDAI_0F02020,n_dai,z_rou:XP_002498633.1,4
XP_003670764.1,NDAI_0F02030,n_dai,XP_003670764.1,2
XP_003670765.1,NDAI_0F02040,n_dai,XP_003670765.1,3
XP_003670767.1,NDAI_0F02060,n_dai,XP_003670767.1,4
XP_003670768.1,NDAI_0F02070,n_dai,XP_003670768.1,4
XP_003670769.1,NDAI_0F02080,n_dai,e_cym:XP_003644822.1,4
XP_003670770.1,NDAI_0F02090,n_dai,n_dai:XP_003671947.1,2
XP_003670771.1,NDAI_0F02100,n_dai,XP_003670771.1,3
XP_003670772.1,NDAI_0F02110,n_dai,e_gos:NP_985506.2,0
XP_003670774.1,NDAI_0F02130,n_dai,n_dai:XP_003670774.1,0
XP_003670775.1,NDAI_0F02140,n_dai,k_afr:XP_003958529.1,2
XP_003670776.1,NDAI_0F02150,n_dai,k_mar:XP_022674740.1,0
XP_003670780.1,NDAI_0F02190,n_dai,XP_003670780.1,3
XP_003670781.1,NDAI_0F02200,n_dai,XP_003670781.1,1
XP_003670782.1,NDAI_0F02210,n_dai,XP_003670782.1,4
XP_003670783.1,NDAI_0F02220,n_dai,XP_003670783.1,3
XP_003670785.1,NDAI_0F02240,n_dai,XP_003670785.1,4
XP_003670786.1,NDAI_0F02250,n_dai,XP_003670786.1,3
XP_003670787.1,NDAI_0F02260,n_dai,XP_003670787.1,0
XP_003670790.1,NDAI_0F02290,n_dai,c_gla:XP_446489.1,2
XP_003670791.1,NDAI_0F02300,n_dai,s_cer:NP_011431.1,1
XP_003670794.1,NDAI_0F02330,n_dai,XP_003670794.1,2
XP_003670795.1,NDAI_0F02340,n_dai,XP_003670795.1,1
XP_003670796.1,NDAI_0F02350,n_dai,XP_003670796.1,0
XP_003670797.1,NDAI_0F02360,n_dai,XP_003670797.1,2
XP_003670799.1,NDAI_0F02380,n_dai,e_gos:NP_985223.1,1
XP_003670800.1,NDAI_0F02390,n_dai,e_cym:XP_003646964.1,2
XP_003670801.1,NDAI_0F02400,n_dai,XP_003670801.1,2
XP_003670802.1,NDAI_0F02410,n_dai,XP_003670802.1,3
XP_003670804.1,NDAI_0F02430,n_dai,s_cer:NP_014324.3,3
XP_003670805.1,NDAI_0F02440,n_dai,XP_003670805.1,2
XP_003670810.1,NDAI_0F02490,n_dai,s_cer:NP_014318.3,0
XP_003670812.1,NDAI_0F02510,n_dai,XP_003670812.1,4
XP_003670813.1,NDAI_0F02520,n_dai,XP_003670813.1,2
XP_003670814.1,NDAI_0F02530,n_dai,XP_003670814.1,2
XP_003670815.1,NDAI_0F02540,n_dai,XP_003670815.1,3
XP_003670816.1,NDAI_0F02550,n_dai,k_nag:XP_022467279.1,2
XP_003670817.1,NDAI_0F02560,n_dai,s_cer:NP_014309.3,0
XP_003670819.1,NDAI_0F02580,n_dai,s_cer:NP_014734.2,2
XP_003670820.1,NDAI_0F02590,n_dai,XP_003670820.1,1
XP_003670821.1,NDAI_0F02600,n_dai,XP_003670821.1,3
XP_003670823.1,NDAI_0F02620,n_dai,XP_003670823.1,0
XP_003670824.1,NDAI_0F02630,n_dai,XP_003670824.1,2
XP_003670825.1,NDAI_0F02640,n_dai,n_dai:XP_003670825.1,3
XP_003670827.1,NDAI_0F02660,n_dai,XP_003670827.1,3
XP_003670828.1,NDAI_0F02670,n_dai,n_dai:XP_003670828.1,3
XP_003670831.1,NDAI_0F02700,n_dai,XP_003670831.1,2
XP_003670832.1,NDAI_0F02710,n_dai,XP_003670832.1,2
XP_003670833.1,NDAI_0F02720,n_dai,XP_003670833.1,4
XP_003670834.1,NDAI_0F02730,n_dai,XP_003670834.1,4
XP_003670835.1,NDAI_0F02740,n_dai,n_dai:XP_003670835.1,1
XP_003670836.1,NDAI_0F02750,n_dai,e_cym:XP_003646994.1,3
XP_003670837.1,NDAI_0F02760,n_dai,XP_003670837.1,0
XP_003670838.1,NDAI_0F02770,n_dai,XP_003670838.1,4
XP_003670839.1,NDAI_0F02780,n_dai,k_afr:XP_003955893.1,2
XP_003670841.1,NDAI_0F02800,n_dai,XP_003670841.1,1
XP_003670842.1,NDAI_0F02810,n_dai,XP_003670842.1,4
XP_003670844.1,NDAI_0F02830,n_dai,n_dai:XP_003670844.1,1
XP_003670845.1,NDAI_0F02840,n_dai,XP_003670845.1,2
XP_003670846.1,NDAI_0F02850,n_dai,XP_003670846.1,3
XP_003670847.1,NDAI_0F02860,n_dai,XP_003670847.1,0
XP_003670848.1,NDAI_0F02870,n_dai,XP_003670848.1,1
XP_003670850.1,NDAI_0F02890,n_dai,XP_003670850.1,4
XP_003670851.1,NDAI_0F02900,n_dai,k_mar:XP_022677280.1,0
XP_003670852.1,NDAI_0F02910,n_dai,XP_003670852.1,3
XP_003670853.1,NDAI_0F02920,n_dai,XP_003670853.1,0
XP_003670854.1,NDAI_0F02930,n_dai,XP_003670854.1,0
XP_003670855.1,NDAI_0F02940,n_dai,n_dai:XP_003670855.1,2
XP_003670857.1,NDAI_0F02960,n_dai,s_cer:NP_014265.3,4
XP_003670858.1,NDAI_0F02970,n_dai,c_gla:XP_448641.1,2
XP_003670860.1,NDAI_0F02990,n_dai,XP_003670860.1,0
XP_003670861.1,NDAI_0F03000,n_dai,XP_003670861.1,1
XP_003670864.1,NDAI_0F03030,n_dai,XP_003670864.1,3
XP_003670865.1,NDAI_0F03040,n_dai,XP_003670865.1,4
XP_003670866.1,NDAI_0F03050,n_dai,XP_003670866.1,1
XP_003670867.1,NDAI_0F03060,n_dai,XP_003670867.1,0
XP_003670868.1,NDAI_0F03070,n_dai,e_gos:NP_985599.1,1
XP_003670869.1,NDAI_0F03080,n_dai,n_dai:XP_003670869.1,3
XP_003670875.1,NDAI_0F03140,n_dai,XP_003670875.1,2
XP_003670876.1,NDAI_0F03150,n_dai,n_dai:XP_003668731.1,1
XP_003670877.1,NDAI_0F03160,n_dai,k_afr:XP_003955303.1,1
XP_003670878.1,NDAI_0F03170,n_dai,n_dai:XP_003670878.1,1
XP_003670879.1,NDAI_0F03180,n_dai,n_dai:XP_003670879.1,4
XP_003670880.1,NDAI_0F03190,n_dai,XP_003670880.1,1
XP_003670881.1,NDAI_0F03200,n_dai,k_lac:XP_453411.1,4
XP_003670882.1,NDAI_0F03210,n_dai,k_mar:XP_022675074.1,4
XP_003670883.1,NDAI_0F03220,n_dai,XP_003670883.1,4
XP_003670884.1,NDAI_0F03230,n_dai,n_cas:XP_003677444.1,0
XP_003670885.1,NDAI_0F03240,n_dai,XP_003670885.1,4
XP_003670886.1,NDAI_0F03250,n_dai,XP_003670886.1,4
XP_003670890.1,NDAI_0F03290,n_dai,XP_003670890.1,0
XP_003670891.1,NDAI_0F03300,n_dai,XP_003670891.1,2
XP_003670893.1,NDAI_0F03320,n_dai,XP_003670893.1,3
XP_003670895.1,NDAI_0F03340,n_dai,XP_003670895.1,4
XP_003670896.1,NDAI_0F03350,n_dai,k_nag:XP_022465043.1,2
XP_003670897.1,NDAI_0F03360,n_dai,XP_003670897.1,1
XP_003670898.1,NDAI_0F03370,n_dai,c_gla:XP_448202.1,3
XP_003670899.1,NDAI_0F03380,n_dai,XP_003670899.1,1
XP_003670900.1,NDAI_0F03390,n_dai,XP_003670900.1,3
XP_003670901.1,NDAI_0F03400,n_dai,k_lac:XP_453438.1,0
XP_003670902.1,NDAI_0F03410,n_dai,XP_003670902.1,2
XP_003670904.1,NDAI_0F03430,n_dai,k_mar:XP_022675045.1,3
XP_003670906.1,NDAI_0F03450,n_dai,n_cas:XP_003675981.1,4
XP_003670907.1,NDAI_0F03460,n_dai,XP_003670907.1,4
XP_003670908.1,NDAI_0F03470,n_dai,k_nag:XP_022465031.1,1
XP_003670909.1,NDAI_0F03480,n_dai,XP_003670909.1,0
XP_003670915.1,NDAI_0F03540,n_dai,XP_003670915.1,1
XP_003670916.1,NDAI_0F03550,n_dai,c_gla:XP_446593.1,0
XP_003670918.1,NDAI_0F03570,n_dai,XP_003670918.1,2
XP_003670919.1,NDAI_0F03580,n_dai,XP_003670919.1,4
XP_003670920.1,NDAI_0F03590,n_dai,XP_003670920.1,4
XP_003670921.1,NDAI_0F03600,n_dai,c_gla:XP_447147.1,0
XP_003670923.1,NDAI_0F03620,n_dai,n_dai:XP_003670923.1,1
XP_003670925.1,NDAI_0F03640,n_dai,XP_003670925.1,3
XP_003670926.1,NDAI_0F03650,n_dai,XP_003670926.1,2
XP_003670930.1,NDAI_0F03690,n_dai,XP_003670930.1,1
XP_003670931.1,NDAI_0F03700,n_dai,XP_003670931.1,3
XP_003670932.1,NDAI_0F03710,n_dai,XP_003670932.1,2
XP_003670933.1,NDAI_0F03720,n_dai,XP_003670933.1,3
XP_003670934.1,NDAI_0F03730,n_dai,c_tro:XP_002549097.1,2
XP_003670935.1,NDAI_0F03740,n_dai,e_gos:NP_986357.1,2
XP_003670936.1,NDAI_0F03750,n_dai,XP_003670936.1,0
XP_003670937.1,NDAI_0F03760,n_dai,k_afr:XP_003955360.1,3
XP_003670938.1,NDAI_0F03770,n_dai,XP_003670938.1,3
XP_003670939.1,NDAI_0F03780,n_dai,XP_003670939.1,3
XP_003670941.1,NDAI_0F03800,n_dai,XP_003670941.1,0
XP_003670942.1,NDAI_0F03810,n_dai,c_gla:XP_448028.1,3
XP_003670944.1,NDAI_0F03830,n_dai,k_nag:XP_022464998.1,4
XP_003670945.1,NDAI_0F03840,n_dai,XP_003670945.1,4
XP_003670948.1,NDAI_0F03870,n_dai,XP_003670948.1,4
XP_003670949.1,NDAI_0F03880,n_dai,XP_003670949.1,0
XP_003670950.1,NDAI_0F03890,n_dai,XP_003670950.1,3
XP_003670951.1,NDAI_0F03900,n_dai,k_afr:XP_003955374.1,2
XP_003670952.1,NDAI_0F03910,n_dai,XP_003670952.1,3
XP_003670953.1,NDAI_0F03920,n_dai,s_cer:NP_014158.1,2
XP_003670955.1,NDAI_0F03940,n_dai,XP_003670955.1,2
XP_003670956.1,NDAI_0F03950,n_dai,c_alb:XP_710661.1,2
XP_003670957.1,NDAI_0F03960,n_dai,XP_003670957.1,2
XP_003670958.1,NDAI_0F03970,n_dai,XP_003670958.1,0
XP_003670959.1,NDAI_0F03980,n_dai,XP_003670959.1,2
XP_003670960.1,NDAI_0F03990,n_dai,k_afr:XP_003957158.1,4
XP_003670961.1,NDAI_0F04000,n_dai,XP_003670961.1,1
XP_003670962.1,NDAI_0F04010,n_dai,XP_003670962.1,0
XP_003670963.1,NDAI_0F04020,n_dai,XP_003670963.1,0
XP_003670969.1,NDAI_0F04080,n_dai,z_rou:XP_002497903.1,0
XP_003670970.1,NDAI_0F04090,n_dai,XP_003670970.1,0
XP_003670971.1,NDAI_0F04100,n_dai,XP_003670971.1,4
XP_003670973.1,NDAI_0F04120,n_dai,n_dai:XP_003670973.1,3
XP_003670974.1,NDAI_0F04130,n_dai,XP_003670974.1,2
XP_003670975.1,NDAI_0F04140,n_dai,n_cas:XP_003673017.1,3
XP_003670976.1,NDAI_0F04150,n_dai,XP_003670976.1,3
XP_003670977.1,NDAI_0F04160,n_dai,XP_003670977.1,3
XP_003670978.1,NDAI_0F04170,n_dai,XP_003670978.1,2
XP_003670979.1,NDAI_0F04180,n_dai,XP_003670979.1,3
XP_003670980.1,NDAI_0F04190,n_dai,e_gos:NP_986215.2,2
XP_003670981.1,NDAI_0F04200,n_dai,k_afr:XP_003956852.1,4
XP_003670983.1,NDAI_0F04220,n_dai,XP_003670983.1,3
XP_003670984.1,NDAI_0F04230,n_dai,XP_003670984.1,3
XP_003670985.1,NDAI_0F04240,n_dai,XP_003670985.1,3
XP_003670986.1,NDAI_0F04250,n_dai,XP_003670986.1,1
XP_003670987.1,NDAI_0F04260,n_dai,n_cas:XP_003673006.1,1
XP_003670988.1,NDAI_0F04270,n_dai,n_dai:XP_003670988.1,4
XP_003670990.1,NDAI_0F04290,n_dai,XP_003670990.1,2
XP_003670991.1,NDAI_0F04300,n_dai,c_gla:XP_445023.1,3
XP_003670992.1,NDAI_0F04310,n_dai,XP_003670992.1,4
XP_003670993.1,NDAI_0F04320,n_dai,k_nag:XP_022464952.1,4
XP_003670995.1,NDAI_0F04340,n_dai,n_dai:XP_003670995.1,3
XP_003670996.1,NDAI_0F04350,n_dai,XP_003670996.1,4
XP_003671000.1,NDAI_0F04390,n_dai,XP_003671000.1,0
XP_003671003.1,NDAI_0F04420,n_dai,XP_003671003.1,0
XP_003671004.1,NDAI_0F04430,n_dai,XP_003671004.1,2
XP_003671005.1,NDAI_0F04440,n_dai,XP_003671005.1,0
XP_003671007.1,NDAI_0F04460,n_dai,z_rou:XP_002497978.1,3
XP_003671008.1,NDAI_0F04470,n_dai,XP_003671008.1,0
XP_003671009.1,NDAI_0F04480,n_dai,XP_003671009.1,1
XP_003671010.1,NDAI_0F04490,n_dai,XP_003671010.1,4
XP_003671011.1,NDAI_0F04500,n_dai,XP_003671011.1,3
XP_003671012.1,NDAI_0F04510,n_dai,XP_003671012.1,1
XP_003671013.1,NDAI_0F04520,n_dai,XP_003671013.1,2
XP_003671017.1,NDAI_0F04560,n_dai,XP_003671017.1,0
XP_003671018.1,NDAI_0F04570,n_dai,XP_003671018.1,2
XP_003671019.1,NDAI_0F04580,n_dai,XP_003671019.1,0
XP_003671021.1,NDAI_0F04600,n_dai,XP_003671021.1,2
XP_003671022.1,NDAI_0F04610,n_dai,XP_003671022.1,3
XP_003671023.1,NDAI_0F04620,n_dai,n_cas:XP_003672971.1,4
XP_003671025.1,NDAI_0F04640,n_dai,XP_003671025.1,2
XP_003671026.1,NDAI_0F04650,n_dai,k_lac:XP_453091.1,3
XP_003671027.1,NDAI_0F04660,n_dai,XP_003671027.1,4
XP_003671028.1,NDAI_0F04670,n_dai,XP_003671028.1,2
XP_003671029.2,NDAI_0G00100,n_dai,XP_003671029.2,1
XP_003671030.2,NDAI_0G00110,n_dai,n_dai:XP_003672445.1,2
XP_003671031.2,NDAI_0G00120,n_dai,XP_003671031.2,1
XP_003671033.2,NDAI_0G00140,n_dai,XP_003671033.2,2
XP_003671034.2,NDAI_0G00150,n_dai,XP_003671034.2,1
XP_003671035.2,NDAI_0G00160,n_dai,e_cym:XP_003644353.1,2
XP_003671037.2,NDAI_0G00180,n_dai,XP_003671037.2,3
XP_003671038.2,NDAI_0G00190,n_dai,XP_003671038.2,3
XP_003671039.2,NDAI_0G00200,n_dai,XP_003671039.2,2
XP_003671041.2,NDAI_0G00220,n_dai,XP_003671041.2,2
XP_003671042.2,NDAI_0G00230,n_dai,XP_003671042.2,0
XP_003671044.2,NDAI_0G00250,n_dai,k_nag:XP_022465343.1,2
XP_003671045.2,NDAI_0G00260,n_dai,XP_003671045.2,0
XP_003671047.2,NDAI_0G00280,n_dai,XP_003671047.2,3
XP_003671048.2,NDAI_0G00290,n_dai,XP_003671048.2,2
XP_003671049.2,NDAI_0G00300,n_dai,XP_003671049.2,0
XP_003671050.2,NDAI_0G00310,n_dai,k_nag:XP_022465352.1,4
XP_003671051.2,NDAI_0G00320,n_dai,XP_003671051.2,4
XP_003671052.2,NDAI_0G00330,n_dai,XP_003671052.2,3
XP_003671053.2,NDAI_0G00340,n_dai,e_gos:NP_985904.1,3
XP_003671054.2,NDAI_0G00350,n_dai,n_dai:XP_003671054.2,4
XP_003671055.2,NDAI_0G00360,n_dai,XP_003671055.2,1
XP_003671056.2,NDAI_0G00370,n_dai,n_cas:XP_003677645.1,2
XP_003671057.2,NDAI_0G00380,n_dai,k_lac:XP_454958.1,4
XP_003671058.2,NDAI_0G00390,n_dai,XP_003671058.2,1
XP_003671060.2,NDAI_0G00410,n_dai,k_nag:XP_022465365.1,4
XP_003671061.2,NDAI_0G00420,n_dai,XP_003671061.2,3
XP_003671062.2,NDAI_0G00430,n_dai,c_alb:XP_019330863.1,2
XP_003671064.2,NDAI_0G00450,n_dai,XP_003671064.2,0
XP_003671065.2,NDAI_0G00460,n_dai,XP_003671065.2,0
XP_003671066.2,NDAI_0G00470,n_dai,s_cer:NP_010893.3,4
XP_003671067.2,NDAI_0G00480,n_dai,c_tro:XP_002550826.1,3
XP_003671068.2,NDAI_0G00490,n_dai,n_dai:XP_003671068.2,3
XP_003671069.2,NDAI_0G00500,n_dai,XP_003671069.2,3
XP_003671071.2,NDAI_0G00520,n_dai,XP_003671071.2,4
XP_003671076.2,NDAI_0G00570,n_dai,XP_003671076.2,1
XP_003671077.2,NDAI_0G00580,n_dai,XP_003671077.2,1
XP_003671081.2,NDAI_0G00620,n_dai,XP_003671081.2,2
XP_003671082.2,NDAI_0G00630,n_dai,XP_003671082.2,2
XP_003671083.2,NDAI_0G00640,n_dai,XP_003671083.2,2
XP_003671084.2,NDAI_0G00650,n_dai,z_rou:XP_002494455.1,0
XP_003671085.2,NDAI_0G00660,n_dai,k_afr:XP_003958876.1,4
XP_003671086.2,NDAI_0G00670,n_dai,XP_003671086.2,1
XP_003671087.2,NDAI_0G00680,n_dai,XP_003671087.2,3
XP_003671088.2,NDAI_0G00690,n_dai,n_cas:XP_003677615.1,3
XP_003671090.2,NDAI_0G00710,n_dai,XP_003671090.2,2
XP_003671092.2,NDAI_0G00730,n_dai,XP_003671092.2,4
XP_003671093.2,NDAI_0G00740,n_dai,XP_003671093.2,2
XP_003671094.2,NDAI_0G00750,n_dai,c_dub:XP_002422193.1,4
XP_003671095.2,NDAI_0G00760,n_dai,n_dai:XP_003671095.2,4
XP_003671096.2,NDAI_0G00770,n_dai,XP_003671096.2,3
XP_003671098.2,NDAI_0G00790,n_dai,XP_003671098.2,1
XP_003671099.2,NDAI_0G00800,n_dai,XP_003671099.2,2
XP_003671100.2,NDAI_0G00810,n_dai,k_afr:XP_003958865.1,4
XP_003671101.2,NDAI_0G00820,n_dai,XP_003671101.2,1
XP_003671102.2,NDAI_0G00830,n_dai,XP_003671102.2,0
XP_003671103.2,NDAI_0G00840,n_dai,n_dai:XP_003671103.2,2
XP_003671104.2,NDAI_0G00850,n_dai,c_dub:XP_002418510.1,2
XP_003671105.2,NDAI_0G00860,n_dai,XP_003671105.2,0
XP_003671106.2,NDAI_0G00870,n_dai,XP_003671106.2,3
XP_003671108.2,NDAI_0G00890,n_dai,n_cas:XP_003676507.1,0
XP_003671109.2,NDAI_0G00900,n_dai,XP_003671109.2,1
XP_003671110.2,NDAI_0G00910,n_dai,XP_003671110.2,0
XP_003671111.2,NDAI_0G00920,n_dai,c_dub:XP_002419283.1,3
XP_003671112.2,NDAI_0G00930,n_dai,XP_003671112.2,3
XP_003671115.2,NDAI_0G00960,n_dai,XP_003671115.2,1
XP_003671116.2,NDAI_0G00970,n_dai,XP_003671116.2,0
XP_003671117.2,NDAI_0G00980,n_dai,XP_003671117.2,4
XP_003671118.2,NDAI_0G00990,n_dai,XP_003671118.2,4
XP_003671120.2,NDAI_0G01010,n_dai,XP_003671120.2,3
XP_003671121.2,NDAI_0G01020,n_dai,XP_003671121.2,1
XP_003671122.2,NDAI_0G01030,n_dai,e_cym:XP_003646303.1,2
XP_003671124.2,NDAI_0G01050,n_dai,XP_003671124.2,1
XP_003671125.2,NDAI_0G01060,n_dai,XP_003671125.2,1
XP_003671126.2,NDAI_0G01070,n_dai,XP_003671126.2,1
XP_003671127.2,NDAI_0G01080,n_dai,XP_003671127.2,4
XP_003671128.2,NDAI_0G01090,n_dai,XP_003671128.2,2
XP_003671130.2,NDAI_0G01110,n_dai,XP_003671130.2,0
XP_003671133.2,NDAI_0G01140,n_dai,XP_003671133.2,3
XP_003671134.2,NDAI_0G01150,n_dai,XP_003671134.2,2
XP_003671135.2,NDAI_0G01160,n_dai,k_lac:XP_453738.1,4
XP_003671137.2,NDAI_0G01180,n_dai,XP_003671137.2,4
XP_003671138.2,NDAI_0G01190,n_dai,s_cer:NP_011614.1,2
XP_003671139.2,NDAI_0G01200,n_dai,XP_003671139.2,3
XP_003671140.2,NDAI_0G01210,n_dai,XP_003671140.2,2
XP_003671141.2,NDAI_0G01220,n_dai,XP_003671141.2,1
XP_003671142.2,NDAI_0G01230,n_dai,XP_003671142.2,4
XP_003671143.2,NDAI_0G01240,n_dai,XP_003671143.2,4
XP_003671144.2,NDAI_0G01250,n_dai,XP_003671144.2,1
XP_003671145.2,NDAI_0G01260,n_dai,XP_003671145.2,1
XP_003671146.2,NDAI_0G01270,n_dai,XP_003671146.2,2
XP_003671147.2,NDAI_0G01280,n_dai,s_cer:NP_015436.1,3
XP_003671148.2,NDAI_0G01290,n_dai,XP_003671148.2,1
XP_003671149.2,NDAI_0G01300,n_dai,k_afr:XP_003959641.1,3
XP_003671150.2,NDAI_0G01310,n_dai,XP_003671150.2,1
XP_003671151.2,NDAI_0G01320,n_dai,XP_003671151.2,2
XP_003671152.2,NDAI_0G01330,n_dai,k_nag:XP_022462654.1,3
XP_003671153.2,NDAI_0G01340,n_dai,XP_003671153.2,4
XP_003671155.2,NDAI_0G01360,n_dai,XP_003671155.2,0
XP_003671156.2,NDAI_0G01370,n_dai,XP_003671156.2,3
XP_003671157.2,NDAI_0G01380,n_dai,XP_003671157.2,4
XP_003671158.2,NDAI_0G01390,n_dai,XP_003671158.2,1
XP_003671160.2,NDAI_0G01410,n_dai,XP_003671160.2,0
XP_003671161.2,NDAI_0G01420,n_dai,XP_003671161.2,1
XP_003671162.2,NDAI_0G01430,n_dai,k_afr:XP_003959634.1,3
XP_003671167.2,NDAI_0G01480,n_dai,XP_003671167.2,1
XP_003671169.2,NDAI_0G01500,n_dai,XP_003671169.2,3
XP_003671170.2,NDAI_0G01510,n_dai,XP_003671170.2,1
XP_003671171.2,NDAI_0G01520,n_dai,XP_003671171.2,2
XP_003671172.2,NDAI_0G01530,n_dai,XP_003671172.2,0
XP_003671173.2,NDAI_0G01540,n_dai,XP_003671173.2,3
XP_003671174.2,NDAI_0G01550,n_dai,XP_003671174.2,3
XP_003671175.2,NDAI_0G01560,n_dai,k_lac:XP_454746.1,1
XP_003671176.2,NDAI_0G01570,n_dai,XP_003671176.2,4
XP_003671177.2,NDAI_0G01580,n_dai,n_dai:XP_003671095.2,4
XP_003671178.2,NDAI_0G01590,n_dai,c_dub:XP_002422193.1,4
XP_003671179.2,NDAI_0G01600,n_dai,k_afr:XP_003958120.1,0
XP_003671182.2,NDAI_0G01630,n_dai,s_cer:NP_009560.1,2
XP_003671184.2,NDAI_0G01650,n_dai,XP_003671184.2,2
XP_003671185.2,NDAI_0G01660,n_dai,XP_003671185.2,4
